id,media_type,short_name,long_description,slug,genres,created_by,published_by,franchises,regions
224,Movie,Point Blank,"When his pregnant wife is kidnapped and held as collateral, Paul, an ER nurse, must team with the badly injured career criminal and murder suspect under his charge in order to save the lives of his wife and unborn child. Pitted against rival gangs and a deadly ring of corrupt cops, the unlikely duo find a way to survive together in the fight of their lives. A gritty, action-packed thriller starring Anthony Mackie and Frank Grillo.",point-blank-2019,{Crime},{},{Netflix},{},
225,Game,Pokemon Sword,"A new generation of Pokémon is coming to the Nintendo Switch system. Become a Pokémon Trainer and embark on a journey in the new Galar region! Choose from one of three new partner Pokémon: Grookey, Scorbunny, or Sobble. In this all new adventure, you’ll encounter new and familiar Pokémon as you catch, battle, and trade Pokémon while exploring new areas and uncovering an all-new story. ",pokemon-sword,{RPG},{Game Freak},{Nintendo},{Pokemon},"{US, AU, UK, JP}"
226,Movie,Pokemon: Mewtwo Strikes Back Evolution,,pokemon-mewtwo-strikes-back-evolution,{Animation},{},{},{Pokemon},
227,Game,Power Rangers: Battle for the Grid,"It's Morphin Time! Power Ranger: Battle for the Grid is an easy to learn but hard to master fighting game that delivers a modern take on the Power Rangers franchise. The game pits new and classic Rangers and villains against each other in team battles. Featuring a streamlined combat system, Power Ranger: Battle for the Grid welcomes newcomers to the genre with simplified controls, while maintaining depth and detail for more intense and experienced competitors. Players will be challenged to test their skills online against friends and other players around the world, providing endless replayability. ",power-rangers-battle-for-the-grid,{Fighting},{nWay},"{Lionsgate Games,Hasbro Gaming}",{},"{US, AU, UK, JP}"
228,Comic,,"Intertwining with House of X, Powers of X reveals the secret past, present and future of mutantkind, changing the way you look at every X-Men story before and after. You do not want to miss the next seminal moment in the history of the X-Men! ",powers-of-x,{},{},{Marvel Comics},{},
229,Show,Prodigal Son,"From Emmy Award-nominated executive producers Greg Berlanti and Sarah Schechter and writers Chris Fedak and Sam Sklaver, Prodigal Son is a fresh take on a crime franchise with a provocative and outrageous lead character and a darkly comedic tone. Malcolm Bright (Tom Payne) has a gift. He knows how killers think, how their minds work. Why? Back in the 1990s, his father was one of the best, a notorious serial killer called ""The Surgeon."" That's why Bright is the best criminal psychologist around; murder is the family business. He will use his twisted genius to help the NYPD solve crimes and stop killers, all while dealing with a manipulative mother, annoyingly normal sister, a homicidal father still looking to bond with his prodigal son and his own constantly evolving neuroses. Meet the happy family. Dr. Martin Whitly (Michael Sheen) is intelligent, wealthy and charismatic, and also happens to be a predatory sociopath who killed at least 23 people. Bright's mother, Jessica Whitly (Bellamy Young), an elegant and WASPy New Yorker, wields sarcasm like a samurai sword and has an opinion on every aspect of Bright's life. Perhaps Bright's only ally is his sister, Ainsley Whitly (Halston Sage), a TV journalist who wishes her brother would ""take a break from murder"" and have a normal life. Unfortunately for his sister, the only way Bright feels normal is by solving cases with the help of his longtime mentor, NYPD Detective Gil Arroyo (Lou Diamond Phillips). Arroyo's one of the best detectives around, and he expects no less from his team - Detective Dani Powell (Aurora Perrineau), a headstrong no-nonsense cop who quickly becomes impressed with Bright's work; and Detective JT Tarmel (Frank Harts), a born-and-bred New Yorker who questions whether Bright is a psychopath himself. So much for normal.",prodigal-son,{Drama},{},{FOX},{},
230,Comic,Prodigy,"Created by Mark Millar and illustrated by Rafael Albuquerque, Prodigy centers on Edison Crane, the world's smartest man.  Not content with being enormously successful, Crane assists government agencies around the world with solving mysteries as he tries to constantly challenge his mind.",prodigy,"{Fantasy,Drama}",{},{Image Comics},{},
231,Movie,Promare,"Thirty years has passed since the appearance of Burnish, a race of flame-wielding mutant beings, who destroyed half of the world with fire. When a new group of aggressive mutants calling themselves “Mad Burnish” appears, the epic battle between Galo Thymos, a new member of the anti-Burnish rescue team “Burning Rescue,” and Lio Fotia, the leader of “Mad Burnish” begins.
<p>
The first feature-length film from the acclaimed studio Trigger, creators of the hit series Kill la Kill and Little Witch Academia, and director Hiroyuki Imaishi, Promare uses a bold cel-shaded visual style to tell a blistering action-adventure story, and is the spiritual successor to many of director Imaishi’s former works. ",promare,"{Anime,Action}",{},{Gkids},{},
232,Game,Psikyo Shooting Stars Alpha,"Psikyo Shooting Stars Alpha brings gamers a variety of finger-blistering shoot-em-up classics! Ravage your enemies with awesome firepower in the Strikers series (including Strikers 1945, Strikers 1945 II, & Strikers 1945 III,) set your foes ablaze in the fantasy action of Dragon Blaze, utilize the unique targeting system of Zero Gunner 2, and choose your own adventure in Sol Divide! You can even customize your gameplay experience with horizontal and vertical modes! ",psikyo-shooting-stars-alpha,"{SHMUP,Shooter,Compilation}","{City Connection,Psikyo}",{NIS},{},"{US, AU, UK, JP}"
233,Movie,Queen & Slim,"While on a forgettable first date together in Ohio, a black man (Daniel Kaluuya) and a black woman (Jodie Turner-Smith), are pulled over for a minor traffic infraction. The situation escalates, with sudden and  tragic results, when the man kills the police officer in self-defense. Terrified and in fear for their lives, the man, a retail employee, and the woman, a criminal defense lawyer, are forced to go on the run. But the incident is captured on video and goes viral, and the couple unwittingly become a symbol of trauma, terror, grief and pain for people across the country.",queen-and-slim,{Drama},{},{Universal Pictures},{},
234,Game,Rad,"Double Apocalypse, bitchin’ mutations, and a sweet bat! Rad is a 3D action rogue-like set in a post-post-apocalyptic world, where humanity has faced armageddon not once, but twice. Playing as a teenage protagonist, you must venture into the Fallow -- an ever-changing, radioactive wasteland filled with unknown and unspeakable creatures. It is here that you will find the solution to heal the world, and transform the cracked, barren landscape into a lush source of new life. But humanity’s future comes at great personal cost, as the deeper you journey into unknown lands, the more you will expose yourself to gnarly toxins which will wreak havoc on your fragile human form. 
<p>
The fate of the world depends on you, your trusty bat, and whatever strange new abilities you gain as the world around you ravages your body — twisting and mutating you into something far less than human, but far more powerful. But forget all that -- go grab that sweet bat and help save the world…or what’s remaining of it anyway! ",rad,"{Roguelike,RPG,Action}",{Double Fine Productions},{Bandai Namco Games},{},"{US, AU, UK, JP}"
235,Show,Ragnarok,"Ragnarok is a coming-of-age drama building on and contributing to a new and surprising angle on Norse mythology. The series is set in the small, fictitious town of Edda, situated in the grand, breathtaking Norwegian nature. The story revolves around the inhabitants of Edda, who are perhaps not all who they claim to be. With them, we experience a drastically changing world: melting poles, warm winters, violent downpours. Some might say we’re headed for yet another Ragnarok. Unless someone intervenes in time...",ragnarok,{Drama},{},{Netflix.com},{},
